0.015386 0.019746
0.024458 0.029461
0.019546 0.021769
0.033036 0.026309
0.055972 0.048766
0.047181 0.033027
0.017661 0.022890
0.031450 0.032542
0.048317 0.040237
0.076925 0.067836
0.092607 0.075348
0.030217 0.034480
0.030256 0.043791
0.051992 0.060193
0.080619 0.082425
0.134063 0.138203
0.175297 0.173548
0.022179 0.021749
0.056891 0.060237
0.020771 0.027672
0.026745 0.041749
0.033844 0.062488
0.055314 0.097466
0.021620 0.028886
0.037224 0.043027
0.051924 0.060864
0.074430 0.091430
0.078037 0.100975
0.018267 0.021595
0.030967 0.038064
0.049125 0.053871
0.067210 0.074699
0.095383 0.110479
0.123459 0.142793
0.012146 0.014452
0.040633 0.047340
0.043559 0.059238
0.069667 0.081787
0.099508 0.116730
0.152521 0.181052
0.206154 0.240148
0.014285 0.014724
0.029390 0.029130
0.067307 0.073380
0.016970 0.019666
0.022681 0.029715
0.030203 0.046286
0.047819 0.071479
0.019138 0.023575
0.033423 0.035239
0.047862 0.049120
0.070788 0.075753
0.070537 0.075075
0.016468 0.018001
0.028486 0.032847
0.045324 0.046239
0.063143 0.063174
0.091742 0.095157
0.115964 0.117956
0.011136 0.012653
0.038834 0.043953
0.041078 0.054251
0.065871 0.074579
0.095446 0.105899
0.148880 0.167145
0.198659 0.218033
0.012217 0.013431
0.028384 0.027419
0.065508 0.070216
0.015199 0.015898
0.020155 0.022147
0.028500 0.038620
0.042949 0.054264
0.018740 0.022719
0.031653 0.031571
0.045333 0.041732
0.069086 0.068326
0.065672 0.057927
0.017666 0.016312
0.028085 0.032007
0.043554 0.042644
0.060619 0.055920
0.090039 0.087895
0.111099 0.101488
0.011876 0.011809
0.040034 0.042357
0.040677 0.053444
0.064096 0.071185
0.092917 0.099075
0.147178 0.160542
0.193789 0.203324
0.029124 0.026615
0.066707 0.068726
0.013169 0.011550
0.018616 0.017502
0.026561 0.029803
0.040324 0.044857
0.016655 0.018210
0.029622 0.027339
0.043796 0.037197
0.067142 0.059784
0.063042 0.048550
0.016000 0.014381
0.026000 0.027577
0.041528 0.038497
0.059076 0.051468
0.088100 0.079549
0.108468 0.092480
0.010916 0.010844
0.038370 0.040538
0.038592 0.049210
0.062070 0.067259
0.091379 0.094883
0.145239 0.152936
0.191158 0.195264
0.028162 0.025693
0.065039 0.067020
0.017736 0.023296
0.030406 0.034036
0.037804 0.051795
0.046475 0.072358
0.070885 0.108595
0.015105 0.018999
0.029603 0.035505
0.046857 0.049913
0.062984 0.071423
0.087061 0.102413
0.093608 0.112282
0.013455 0.017411
0.024762 0.028532
0.038950 0.044946
0.058757 0.061154
0.078269 0.085664
0.108018 0.122252
0.139035 0.156171
0.017325 0.019113
0.047132 0.054747
0.051542 0.066809
0.079299 0.090224
