0.154350 0.141192
0.148263 0.135941
0.461165 0.459953
0.130873 0.155591
0.229206 0.221198
0.110626 0.108636
0.157669 0.150012
0.127335 0.144310
0.100694 0.100083
0.125539 0.125551
0.146351 0.141319
0.159006 0.170264
0.154635 0.136515
0.123540 0.127653
0.143553 0.142109
0.203323 0.199548
0.123883 0.122215
0.251091 0.234145
0.101531 0.101764
0.102785 0.102112
0.189563 0.178537
0.112827 0.112051
0.143519 0.141496
0.104244 0.105581
0.273078 0.270876
0.213504 0.214297
0.212998 0.204556
0.116761 0.123306
0.213835 0.204418
0.158546 0.161497
0.149108 0.145755
0.164705 0.212831
0.118587 0.116884
0.112108 0.113250
0.117870 0.113312
0.121708 0.118875
0.157528 0.165670
0.146782 0.139204
0.191707 0.222220
0.173070 0.185456
0.191893 0.180642
0.119453 0.123379
0.159879 0.170138
0.101132 0.100241
0.232779 0.210062
0.256976 0.266299
0.120493 0.123637
0.465329 0.467123
0.138843 0.153295
0.410976 0.433379
0.126409 0.121607
0.138177 0.149867
0.149978 0.150246
0.107169 0.111435
0.108793 0.114492
0.404857 0.416077
0.166433 0.168198
0.100927 0.102430
0.133085 0.131373
0.114343 0.112204
0.110196 0.105838
0.102087 0.105876
0.333758 0.334381
0.133301 0.134764
0.118063 0.115055
0.120058 0.119355
0.105600 0.113715
0.194992 0.192621
0.100785 0.109871
0.159935 0.167261
0.149421 0.158241
0.117197 0.114826
0.164924 0.165308
0.127392 0.125962
0.165781 0.178137
0.116918 0.119344
0.154179 0.154764
0.245133 0.215255
0.237774 0.209840
0.372581 0.387150
0.159952 0.151397
0.412614 0.396889
0.170596 0.182873
0.119580 0.121347
0.122245 0.121564
0.195682 0.198506
0.102968 0.100241
0.123005 0.116320
0.142588 0.145207
0.165609 0.152591
0.107780 0.112249
0.202177 0.195412
0.113063 0.113960
0.269429 0.258934
0.341923 0.334492
0.152943 0.147970
0.165290 0.176144
0.128786 0.128645
0.117621 0.113146
0.216808 0.216844
0.118319 0.120432
0.239838 0.214936
0.112872 0.118888
0.193098 0.187459
0.117937 0.117647
0.217903 0.193487
0.253657 0.257862
0.119788 0.122298
0.153572 0.150246
0.179750 0.164885
0.103241 0.113406
0.138830 0.142382
0.202276 0.191700
0.142246 0.140328
0.134279 0.134191
0.201456 0.174953
0.157938 0.148858
0.153917 0.168842
0.108883 0.108425
0.137558 0.125803
0.151601 0.142590
0.186503 0.190096
0.165341 0.162639
0.245885 0.248812
0.150818 0.141857
0.175737 0.169807
0.172298 0.186236
0.100514 0.098804
0.102144 0.096782
0.244629 0.245639
0.137059 0.129442
0.284323 0.338684
0.240709 0.233148
0.168097 0.181764
0.103560 0.103286
0.111804 0.109729
0.253995 0.259218
0.127067 0.123512
0.102656 0.101317
0.232133 0.268735
0.127006 0.122008
0.113540 0.107097
0.125009 0.130341
0.210258 0.199706
0.100630 0.097171
0.185648 0.166248
0.207558 0.209750
0.208473 0.206637
0.148234 0.147846
0.216426 0.219236
0.111642 0.108681
0.111657 0.120700
0.130967 0.128835
0.391669 0.375980
0.223686 0.240556
0.247889 0.249533
0.108703 0.109834
0.111928 0.116879
0.219781 0.229156
0.125143 0.113312
0.193738 0.174805
0.364480 0.340724
0.133913 0.146720
0.172468 0.160369
0.128838 0.128740
0.104932 0.103474
0.124729 0.119607
0.112607 0.109914
0.337100 0.316353
0.140065 0.134906
0.145539 0.139621
0.112897 0.111836
0.207754 0.209631
0.215239 0.206106
0.254654 0.239942
0.105690 0.108424
0.130351 0.112314
0.179470 0.189361
0.274079 0.261913
0.231056 0.222228
0.131941 0.134673
0.124366 0.131723
0.117116 0.122068
0.205336 0.226918
0.413597 0.427447
0.165439 0.156850
0.119860 0.107549
0.113671 0.127605
0.353986 0.353720
0.146561 0.137182
0.147786 0.151591
0.253136 0.206106
0.119063 0.115564
0.125348 0.127806
0.134118 0.129674
0.392381 0.398736
0.116304 0.112390
0.154505 0.141557
0.159844 0.169248
0.107135 0.110233
0.124518 0.126395
0.158336 0.152591
