0.015386 0.034493
0.024458 0.054891
0.019546 0.025062
0.033036 0.029768
0.055972 0.057866
0.047181 0.057589
0.017661 0.023430
0.031450 0.034302
0.048317 0.041534
0.076925 0.073813
0.092607 0.090589
0.030217 0.031079
0.030256 0.042371
0.051992 0.059211
0.080619 0.079097
0.134063 0.137299
0.175297 0.175241
0.022179 0.022818
0.056891 0.056840
0.020771 0.028623
0.026745 0.042164
0.033844 0.065311
0.055314 0.101129
0.021620 0.028086
0.037224 0.042178
0.051924 0.059026
0.074430 0.090445
0.078037 0.104060
0.018267 0.019844
0.030967 0.036452
0.049125 0.052004
0.067210 0.071533
0.095383 0.107519
0.123459 0.139898
0.012146 0.014752
0.040633 0.044515
0.043559 0.056397
0.069667 0.078348
0.099508 0.111226
0.152521 0.174964
0.206154 0.230804
0.014285 0.015195
0.029390 0.029705
0.067307 0.071055
0.016970 0.021713
0.022681 0.031785
0.030203 0.051639
0.047819 0.079768
0.019138 0.023318
0.033423 0.035252
0.047862 0.048610
0.070788 0.076715
0.070537 0.082689
0.016468 0.016513
0.028486 0.031677
0.045324 0.045066
0.063143 0.061097
0.091742 0.093752
0.115964 0.118407
0.011136 0.012966
0.038834 0.041184
0.041078 0.051615
0.065871 0.071393
0.095446 0.100739
0.148880 0.161102
0.198659 0.209118
0.012217 0.013900
0.028384 0.027925
0.065508 0.067738
0.015199 0.018496
0.020155 0.025347
0.028500 0.045265
0.042949 0.065939
0.018740 0.022554
0.031653 0.032027
0.045333 0.042149
0.069086 0.070306
0.065672 0.068861
0.017666 0.014957
0.028085 0.030912
0.043554 0.041836
0.060619 0.054620
0.090039 0.087324
0.111099 0.104489
0.011876 0.012132
0.040034 0.039625
0.040677 0.050846
0.064096 0.068156
0.092917 0.094227
0.147178 0.154625
0.193789 0.195054
0.029124 0.027093
0.066707 0.066184
0.013169 0.014813
0.018616 0.021430
0.026561 0.038007
0.040324 0.058487
0.016655 0.018553
0.029622 0.028334
0.043796 0.038217
0.067142 0.063010
0.063042 0.061404
0.016000 0.013184
0.026000 0.026905
0.041528 0.038137
0.059076 0.050679
0.088100 0.080013
0.108468 0.096984
0.010916 0.011180
0.038370 0.037853
0.038592 0.046834
0.062070 0.064441
0.091379 0.090262
0.145239 0.147244
0.191158 0.187464
0.028162 0.026141
0.065039 0.064414
0.017736 0.023826
0.030406 0.034955
0.037804 0.052465
0.046475 0.073712
0.070885 0.109252
0.015105 0.018840
0.029603 0.035004
